"ID","x","y"
1096,487.86,634.625882352941
1097,422.86,686.970588235294
1098,477.86,732.600732600733
1099,420,678.099393939394
1100,479.741243269701,679.495673671199
1101,465.71,722.417193426043
1102,529.29,772.747967479675
1103,419.29,670.927058823529
1104,485.71,659.491764705882
1105,532.86,631.934117647059
1106,503.643276115743,678.70036101083
1107,405,637.170134638923
1108,302.14,689.750588235294
1109,422.86,758.38024691358
1110,571.43,621.844705882353
1111,466.43,731.425882352941
1112,428.57,684.367058823529
1113,533.57,571.425882352941
1114,522.14,606.488343558282
1115,396.43,733.449411764706
1116,319.29,736.806201550388
1117,456.43,570.050541516245
1118,563.57,592.941176470588
1119,456.243300589391,659.236494597839
1120,205.292404317959,768.321243523316
1121,511.43,615.802352941176
1122,430,662.861176470588
1123,448.57,650.757647058823
1124,507.14,651.425882352941
1125,434.29,643.36
1126,557.14,560.668235294118
1127,471.43,623.190588235294
1128,410.71,710.588235294118
1129,443.57,658.711217183771
1130,444.29,693.110588235294
1131,414.29,624.73631840796
1132,431.184855321236,685.428571428571
1133,331.43,743.712158808933
1134,434.29,737.006165228113
1135,270,756.389473684211
1136,562.86,619.830588235294
1137,327.86,737.277044854881
1138,293.57,750.826666666667
1139,433.57,669.037406483791
1140,369.302588235294,732.073982737361
1141,412.011776251227,690.355329949239
1142,275.71,679.661176470588
1143,510.71,630.588235294118
1144,306.43,735.463529411765
1145,515.71,631.256470588235
1146,400,742.072772898369
1147,426.43,682.352941176471
1148,267.86,722.014117647059
1149,413.57,661.515294117647
1150,612.86,588.903529411765
1151,319.29,695.118987341772
1152,433.57,667.567058823529
1153,251.43,669.581176470588
1154,430,644.848484848485
1155,254.29,756.643216080402
1156,371.43,764.621761658031
1157,364.29,726.051764705882
1158,535,696.997530864198
1159,422.86,735.522236340534
1160,481.43,659.614814814815
1161,429.29,725.224691358025
1162,485,587.654320987654
1163,391.43,705.471604938272
1164,499.29,670.903703703704
1165,480.71,707.585185185185
1166,436.43,771.0093708166
1167,452.14,737.214814814815
1168,547.14,647.614814814815
1169,600.71,562.962962962963
1170,422.86,658.202469135802
1171,467.86,653.264197530864
1172,373.57,711.812345679012
1173,207.86,641.975308641975
1174,397.86,704.760493827161
1175,456.43,651.150617283951
1176,259.29,762.607407407407
1177,440.71,570.725925925926
1178,402.14,694.450955414013
1179,365,634.923456790124
1180,535.71,669.491358024691
1181,490,758.38024691358
1182,445,702.646913580247
1183,512.86,689.945679012346
1184,323.57,695.595061728395
1185,492.86,734.39012345679
1186,308.57,678.656790123457
1187,536.43,717.461728395062
1188,355,665.965432098765
1189,534.29,661.027160493827
1190,474.29,670.192592592593
1191,366.43,783.071604938272
1192,500,694.182716049383
1193,440,637.738271604938
1194,487.86,728.750617283951
1195,578.57,693.471604938272
1196,597.14,608.108641975309
1197,412.86,762.387755102041
1198,590.71,684.306172839506
1199,488.57,755.555555555556
1200,600,656.088888888889
1201,550,695.595061728395
1202,540,682.182716049383
1203,570,653.264197530864
1204,619.29,673.718518518519
1205,527.86,758.90813648294
1206,535,656.088888888889
1207,614.29,688.533333333333
1208,568.57,704.760493827161
1209,415.71,778.834567901235
1210,390,770.37037037037
1211,575.71,622.923456790124
1212,484.29,617.283950617284
1213,536.43,668.78024691358
1214,402.14,704.760493827161
1215,640.71,701.935802469136
1216,537.86,672.306172839506
1217,789.901245708681,410.081045751634
1218,415.71,756.967901234568
1219,549.29,737.916049382716
1220,341.43,785.886419753086
1221,525,640.562962962963
1222,522.14,681.481481481482
1223,548.57,651.150617283951
1224,496.43,692.059259259259
1225,497.14,682.893827160494
1226,508.57,565.076543209876
1227,397.86,749.204938271605
1228,432.86,646.212345679012
1229,459.29,688.533333333333
1230,496.43,704.760493827161
1231,335.71,760.493827160494
1232,482.86,588.355555555556
1233,430,783.497326203209
1234,445.71,653.965432098765
1235,327.14,735.101234567901
1236,382.86,779.692307692308
1237,430,717.461728395062
1238,421.43,710.40987654321
1239,457.86,732.276543209877
1240,492.86,691.358024691358
1241,428.57,739.328395061728
1242,413.57,751.318518518519
1243,562.86,650.43950617284
1244,500,737.916049382716
1245,487.86,751.318518518519
1246,447.86,710.461146496815
1247,410.71,707.585185185185
1248,390,683.595061728395
1249,442.14,710.40987654321
1250,405.71,765.432098765432
1251,512.86,699.822222222222
1252,432.14,665.965432098765
1253,440.71,746.38024691358
1254,457.14,711.812345679012
1255,608.57,647.614814814815
1256,549.29,760.176165803109
1257,578.57,652.553086419753
1258,537.86,632.098765432099
1259,480.71,731.565432098765
1260,420,614.459259259259
1261,494.29,749.275510204082
1262,373.57,675.841975308642
1263,385,764.01975308642
1264,446.43,755.555555555556
1265,505,613.046913580247
1266,482.14,720.286419753086
1267,380,735.101234567901
1268,507.86,701.935802469136
1269,502.14,614.459259259259
1270,510,711.812345679012
1271,354.29,718.874074074074
1272,416.43,704.059259259259
1273,498.57,657.491358024691
1274,461.43,692.059259259259
1275,392.86,635.624691358025
1276,405.71,686.41975308642
1277,511.43,701.935802469136
1278,449.29,648.325925925926
1279,435.71,646.212345679012
1280,398.57,682.893827160494
1281,247.86,752.728246318608
1282,419.29,664.553086419753
1283,396.43,747.091358024691
1284,325.71,723.101234567901
1285,440,725.925925925926
1286,332.86,746.38024691358
1287,387.14,634.212345679012
1288,282.14,783.772839506173
1289,381.43,776.144329896907
1290,447.86,637.738271604938
1291,381.800634920635,714.810281517748
1292,319.151746031746,683.693486590038
1293,386.88,773.281952472704
1294,519.588269377383,701.581047381546
1295,467.301587301587,696.914853946551
1296,414.070950136443,633.128834355828
1297,494.389841269841,697.046875
1298,416.365486681603,643.769280622165
1299,324.231111111111,697.986577181208
1300,358.943492063492,753.583057577763
1301,442.124069478908,737.033829499323
1302,368.253968253968,619.854721549637
1303,278.516825396825,679.27868852459
1304,490.15873015873,748.506393861893
1305,492.698412698413,647.457382953181
1306,300.278330019881,675.786069651741
1307,271.746031746032,670.28605914303
1308,220.952380952381,711.671924290221
1309,438.516825396825,739.103744628606
1310,379.260952380952,750.642673521851
1311,358.095238095238,670.902160101652
1312,515.555555555556,636.733009708738
1313,297.364110201042,749.849306811332
1314,442.753015873016,649.201277955272
1315,331.912499378264,741.671904462602
1316,336.086349206349,586.976093294461
1317,442.124069478908,652.392947103275
1318,243.809523809524,703.94349617422
1319,358.095238095238,655.900621118012
1320,445.292698412698,702.308626974484
1321,346.847244720497,758.959433354797
1322,651.850158730159,627.219683655536
1323,363.174603174603,684.418575851393
1324,522.585568238213,712.281230382925
1325,394.499047619048,655.722796352583
1326,289.52380952381,681.718120805369
1327,300.530793650794,713.472485768501
1328,548.571428571429,704.340317460317
1329,364.866031746032,726.106478511866
1330,409.091811414392,753.262896208825
1331,429.41935483871,592.592592592593
1332,378.681904761905,712.333531864205
1333,612.063492063492,793.331428571429
1334,247.873703058941,789.012849584278
1335,364.022857142857,785.709401709402
1336,331.253452469595,782.491599253267
1337,446.135873015873,767.896032831737
1338,448.675555555556,647.709618874773
1339,365.714285714286,740.932138284251
1340,514.834988836517,672.828096118299
1341,333.546666666667,690.223792697291
1342,420.417223739757,669.436201780415
1343,462.302708815215,770.23498694517
1344,290.372063492063,697.682600382409
1345,404.00253968254,594.306351183063
1346,188.784761904762,666.272133095663
1347,393.650793650794,714.468629961588
1348,379.260952380952,766.111036789298
1349,415.659682539683,720.384759525297
1350,451.828852948495,713.625157232704
1351,330.15873015873,753.741460147354
1352,331.850158730159,767.136653895275
1353,319.151746031746,779.848866498741
1354,290.372063492063,784.974647887324
1355,222.18637515528,777.612946729602
1356,548.571428571429,640.132271892223
1357,363.174603174603,767.570504527814
1358,480.848253968254,622.060159607121
1359,494.389841269841,723.301672240803
1360,323.387936507937,736.476439790576
1361,401.516995772196,676.8
1362,245.500952380952,764.135718692165
1363,384.647180254301,768.627450980392
1364,316.612063492063,720.39072039072
1365,399.578412698413,761.640743289745
1366,382.63873015873,706.328319162852
1367,358.095238095238,680.122324159021
1368,483.387936507937,721.393034825871
1369,294.603174603175,720.720720720721
1370,490.15873015873,742.79603960396
1371,406.004430096846,673.939393939394
1372,404.858600496278,747.583113456464
1373,522.326349206349,656.957568081064
1374,389.419682539683,650.990099009901
1375,345.654008438819,639.938679245283
1376,443.59619047619,720.652760736196
1377,339.469206349206,691.328077622802
1378,434.393450756636,652.180501392758
1379,578.768253968254,611.046210720887
1380,336.086349206349,720.766773162939
1381,477.460317460317,660.389202762084
1382,420.000039692384,680.811671087533
1383,518.095238095238,734.461538461538
1384,229.419682539683,704.923076923077
1385,427.514920634921,723.861165684348
1386,378.412698412698,710.429331756357
1387,441.904761904762,661.715591090805
1388,369.102222222222,764.790903348073
1389,364.022857142857,641.803786574871
1390,371.641904761905,678.971164936563
1391,308.149841269841,657.938095238095
1392,368.253968253968,631.578947368421
1393,459.68253968254,678.971975393028
1394,414.816507936508,680.352657004831
1395,282.753015873016,725.864053888549
1396,474.920634920635,615.324137931034
1397,295.451428571429,678.876678876679
1398,496.086349206349,729.573529411765
1399,213.598212068537,711.112925170068
1400,452.063492063492,738.511278195489
1401,422.435555555556,750.670241286863
1402,409.737142857143,720.2416918429
1403,342.008888888889,713.588313413015
1404,468.993015873016,644.725314183124
1405,335.238095238095,691.168567807351
1406,479.151746031746,675.683193818416
1407,358.943492063492,659.79381443299
1408,184.548571428571,748.433484750162
1409,419.047619047619,685.911481719051
1410,561.015873015873,626.241945288754
1411,377.75746031746,626.177831912302
1412,486.770793650794,740.835
1413,568.604726911619,567.986013986014
1414,368.253968253968,704.041720990874
1415,209.945396825397,600.683612763656
1416,454.603174603175,685.434516523868
1417,473.229206349206,643.754366197183
1418,424.975238095238,619.78273299028
1419,547.723174603175,617.925158318941
1420,442.014388489209,582.914572864322
1421,449.086984126984,713.792488860598
