"ID","x","y"
210,116.43,653.449411764706
211,192.86,528.404705882353
212,443.57,576.809411764706
213,45,665.543529411765
214,246.43,571.425882352941
215,466.43,530.418823529412
216,260,690.418823529412
217,365.71,545.214117647059
218,310.71,650.08
219,246.43,540.508235294118
220,76.43,703.190588235294
221,98.57,683.698823529412
222,205,619.830588235294
223,278.57,601.684705882353
224,122.86,751.43
225,321.43,626.550588235294
226,185,549.242352941177
227,240.71,593.609411764706
228,275.71,608.404705882353
229,259.29,634.625882352941
230,362.86,676.301176470588
231,198.57,723.36
232,355.71,573.449411764706
233,50,719.331764705882
234,197.14,570.08
235,203.57,715.962352941177
236,352.14,582.183529411765
237,143.57,660.169411764706
238,325,578.823529411765
239,168.57,704.536470588235
240,270,484.037647058823
241,340,565.374117647059
242,322.14,598.315294117647
243,392.14,635.294117647059
244,177.14,603.021176470588
245,324.29,635.962352941177
246,246.43,629.92
247,276.43,677.647058823529
248,268.57,510.927058823529
249,240.71,624.536470588235
250,390,574.785882352941
251,280.71,571.425882352941
252,87.86,729.92039800995
253,219.29,705.882352941176
254,143.57,656.809411764706
255,276.43,703.868235294118
256,281.43,586.889411764706
257,200.71,705.214117647059
258,136.43,662.861176470588
259,96.43,664.875294117647
260,387.86,532.432941176471
261,262.14,626.550588235294
262,240,577.477647058824
263,312.86,650.08
264,245.71,639.331764705882
265,254.29,619.830588235294
266,325.71,566.72
267,354.29,579.491764705882
268,259.29,614.456470588235
269,257.86,571.425882352941
270,317.14,547.896470588235
271,269.29,612.432941176471
272,182.86,640.668235294118
273,185,706.550588235294
274,318.57,636.64
275,176.43,694.456470588235
276,159.29,738.823529411765
277,306.43,623.190588235294
278,195,620.508235294118
279,220.71,703.868235294118
280,168.57,739.491764705882
281,332.86,641.345882352941
282,44.29,653.449411764706
283,90,719.331764705882
284,255,653.449411764706
285,225,660.837647058823
286,140,687.058823529412
287,396.43,714.816479400749
288,254.29,644.705882352941
289,205,729.411764705882
290,320,631.934117647059
291,303.57,663.140740740741
292,128.57,759.235668789809
293,200,660.098522167488
294,332.14,666.221176470588
295,336.43,689.750588235294
296,390,767.725190839695
297,315.71,546.550588235294
298,329.29,570.757647058823
299,317.86,614.834371108344
300,240,607.058823529412
301,384.885526702597,618.178266178266
302,253.57,679.661176470588
303,252.86,720.668235294118
304,315,642.691764705882
305,282.86,704.336399474376
306,400.71,697.816470588235
307,374.29,601.684705882353
308,238.57,681.00705882353
309,293.57,672.272941176471
310,466.43,578.155294117647
311,309.29,692.432941176471
312,300,596.301176470588
313,312.86,588.903529411765
314,171.43,711.934117647059
315,283.57,609.072941176471
316,331.43,636.64
317,368.57,666.889411764706
318,201.43,703.190588235294
319,117.14,648.743529411765
320,205,672.941176470588
321,189.29,572.103529411765
322,282.86,744.875294117647
323,292.14,744.875294117647
324,290.71,662.861176470588
325,298.57,745.543529411765
326,321.43,656.809411764706
327,205.71,612.432941176471
328,255,685.044705882353
329,277.14,678.992941176471
330,469.29,660.169411764706
331,217.98,633.844705882353
332,396.43,556.64
333,371.43,586.889411764706
334,401.43,717.985882352941
335,231.43,655.463529411765
336,295.71,586.889411764706
337,221.43,695.802352941176
338,335,738.823529411765
339,220,723.247232472325
340,290.71,727.397647058824
341,405.71,644.037647058823
342,289.29,713.28
343,330.71,698.175438596491
344,329.29,667.567058823529
345,320.71,694.456470588235
346,376.43,667.567058823529
347,335.71,755.386565272497
348,298.57,676.978823529412
349,214.29,617.816470588235
350,262.86,668.235294117647
351,380.71,592.941176470588
352,324.29,635.294117647059
353,235.71,734.117647058824
354,322.86,636.43
355,191.43,764.02478314746
356,227.14,745.12158808933
357,174.29,707.980392156863
358,404.29,667.955610357583
359,272.14,685.712941176471
360,277.86,685.044705882353
361,287.14,779.752837326608
362,167.86,732.877323420074
363,293.57,663.217391304348
364,217.86,660.837647058823
365,197.14,762.616541353383
366,311.43,665.543529411765
367,267.86,737.477647058824
368,304.29,675.632941176471
369,220,711.934117647059
370,279.29,765.254054054054
371,402.86,676.978823529412
372,278.57,667.984867591425
373,294.29,746.969934640523
374,242.14,703.190588235294
375,402.14,687.058823529412
376,378.57,757.622971285893
377,223.9,679.877647058824
378,300.71,708.574117647059
379,244.29,637.985882352941
380,261.43,654.785882352941
381,232.14,741.916561314791
382,277.14,742.861176470588
383,285.71,654.785882352941
384,127.86,755.378212974296
385,272.14,639.331764705882
386,372.14,707.190303030303
387,311.43,695.252801992528
388,238.57,781.660470879802
389,263.47,613.12
390,273.57,722.691764705882
391,230,718.654117647059
392,195.71,772.432941176471
393,322.14,646.051764705882
394,325,691.096470588235
395,255,758.315294117647
396,447.14,727.655172413793
397,294.29,757.687576875769
398,180,760.274173806609
399,434.29,598.99294117647
400,418.57,716.368932038835
401,332.86,693.110588235294
402,521.43,650.08
403,391.43,603.698823529412
404,289.29,673.609411764706
405,411.43,711.256470588235
406,380.71,578.823529411765
407,433.57,668.903529411765
408,499.29,656.131764705882
409,435.71,704.231155778895
410,474.29,644.037647058823
411,393.57,689.072941176471
412,508.57,603.698823529412
413,411.43,695.040791100124
414,402.14,658.365644171779
415,450,738.506142506143
416,499.29,640
417,386.43,627.228235294118
418,316.43,698.484705882353
419,367.86,693.778823529412
420,256.43,613.778823529412
421,375,669.581176470588
422,463.57,582.183529411765
423,367.14,629.242352941177
424,250,662.183529411765
425,395,605.044705882353
426,395.71,629.242352941177
427,540.71,601.684705882353
428,445.71,611.764705882353
429,321.43,535.802352941176
430,461.43,687.727058823529
431,338.57,763.021176470588
432,400,654.117647058824
433,422.14,665.543529411765
434,410,707.896470588235
435,415,600.338823529412
436,431.43,687.727058823529
437,483.57,653.449411764706
438,407.86,642.691764705882
439,359.29,701.844705882353
440,424.29,646.051764705882
441,428.57,693.485436893204
442,362.86,663.529411764706
443,437.14,562.691764705882
444,231.43,674.287058823529
445,467.14,578.823529411765
446,503.57,580.837647058823
447,346.43,591.595294117647
448,454.29,697.138823529412
449,391.43,652.771764705882
450,407.86,691.096470588235
451,469.29,620.508235294118
452,393.57,664.875294117647
453,496.43,631.256470588235
454,446.43,646.051764705882
455,498.57,636.64
456,452.14,607.058823529412
457,433.622106810387,699.588599752169
458,589.29,649.411764705882
459,601.43,623.868235294118
460,610,605.044705882353
461,465.71,645.374117647059
462,542.86,586.221176470588
463,519.29,656.809411764706
464,402.86,602.352941176471
465,412.14,664.875294117647
466,500.71,672.272941176471
467,346.43,642.014117647059
468,456.43,707.896470588235
469,630,588.235294117647
470,394.29,687.058823529412
471,367.14,611.096470588235
472,501.43,569.411764705882
473,502.86,613.110588235294
474,581.43,644.037647058823
475,502.14,681.684705882353
476,464.29,596.978823529412
477,416.43,683.698823529412
478,512.14,684.367058823529
479,494.29,689.072941176471
480,470.71,660.169411764706
481,502.86,588.235294117647
482,500.71,597.647058823529
483,541.43,661.515294117647
484,546.43,710.479087452472
485,236.43,721.345882352941
486,444.29,635.962352941177
487,503.57,685.712941176471
488,502.86,633.28
489,387.86,696.470588235294
490,547.86,646.051764705882
491,482.14,696.470588235294
492,532.14,598.315294117647
493,594.29,633.948235294118
494,631.43,691.764705882353
495,565,619.162352941177
496,597.14,700.508235294118
497,556.37,688.687058823529
498,691.43,636.81592039801
499,525,600.338823529412
500,492.14,714.625882352941
501,403.57,620.508235294118
502,417.14,650.08
503,543.57,646.051764705882
504,369.29,696.608247422681
505,544.29,586.221176470588
506,550.71,562.691764705882
507,485.71,705.882352941176
508,370,652.103529411765
509,525,633.948235294118
510,383.57,730.757647058824
511,437.14,624.536470588235
512,541.43,603.698823529412
513,557.86,659.491764705882
514,660.71,660.837647058823
515,449.29,647.397647058824
516,449.29,689.072941176471
517,490.71,670.249411764706
518,472.84,643.303529411765
519,314.29,715.294117647059
520,412.14,634.625882352941
521,520,660.837647058823
522,451.43,755.237354085603
523,452.14,646.051764705882
524,326.041197839961,755.032490974729
525,515.71,694.456470588235
526,314.29,744.825552825553
527,61.43,687.058823529412
528,284.29,582.861176470588
529,539.29,607.727058823529
530,386.43,724.037647058823
531,538.57,640
532,550.71,574.785882352941
533,513.57,689.750588235294
534,238.57,696.470588235294
535,375.71,709.242352941176
536,300,692.835164835165
537,578.57,590.927058823529
538,527.86,681.684705882353
539,450.71,684.367058823529
540,392.86,725.374117647059
541,255,715.294117647059
542,407.14,661.403846153846
543,330.71,656.809411764706
544,432.697668952008,706.987834549878
545,400.71,678.315294117647
546,342.14,617.138823529412
547,365.71,676.301176470588
548,452.86,601.684705882353
549,536.43,682.352941176471
550,232.14,635.294117647059
551,334.29,686.390588235294
552,365.71,633.948235294118
553,392.14,622.522352941176
554,400.71,623.868235294118
555,443.57,600.338823529412
556,355.71,683.021176470588
557,378.57,691.096470588235
558,526.43,625.214117647059
559,374.29,656.131764705882
560,455.71,615.802352941176
561,344.29,680.338823529412
562,399.29,704.536470588235
563,428.57,631.934117647059
564,446.43,652.12213740458
565,411.43,616.470588235294
566,409.29,650.08
567,337.14,698.484705882353
568,443.57,643.36
569,397.86,590.927058823529
570,405.71,652.771764705882
571,275,744.197647058824
572,502.14,672.941176470588
573,483.57,691.946666666667
574,415.71,720
575,455.71,640
576,480.71,631.256470588235
577,338.57,685.712941176471
578,720.71,691.096470588235
579,636.43,655.463529411765
580,383.57,688.404705882353
581,445.71,600.338823529412
582,293.57,752.962695547533
583,410,667.567058823529
584,416.423321901029,717.610771113831
585,292.86,736.131764705882
586,379.29,648.065882352941
587,358.57,729.884662576687
588,227.14,726.051764705882
589,380,686.390588235294
590,370,754.701434159061
591,302.14,686.390588235294
592,333.57,737.477647058824
593,369.29,604.367058823529
594,354.29,720.588235294118
595,400,668.951923076923
596,463.57,705.214117647059
597,216.43,769.072941176471
598,385.71,634.625882352941
599,448.57,686.390588235294
600,405,747.567058823529
601,267.86,739.491764705882
602,296.43,738.155294117647
603,432.14,658.823529411765
604,482.86,623.868235294118
605,668.57,636.64
606,464.29,680.338823529412
607,395,759.661176470588
608,447.14,721.878862793572
609,419.910343473994,697.560975609756
610,425.71,718.654117647059
611,467.14,665.543529411765
612,524.29,656.131764705882
613,496.43,730.757647058824
614,513.57,654.785882352941
615,469.29,708.574117647059
616,434.29,717.308235294118
617,434.29,714.625882352941
618,379.29,716.64
619,607.86,603.698823529412
620,261.43,629.92
621,461.43,652.771764705882
622,393.484919157276,772.737254901961
623,376.43,717.308235294118
624,375,605.712941176471
625,606.43,708.600770218228
626,476.43,736.809411764706
627,515.123727317312,714.115055079559
628,583.57,616.470588235294
629,556.43,654.117647058824
630,502.86,654.785882352941
631,362.14,661.764705882353
632,500.71,666.221176470588
633,445.71,645.374117647059
634,431.26346718903,758
635,539.29,582.861176470588
636,532.14,586.221176470588
637,420,625.214117647059
638,478.57,637.985882352941
639,222.86,667.567058823529
640,539.29,661.515294117647
641,320,646.019704433498
642,257.86,764.518703241895
643,565.71,594.287058823529
644,210.71,748.235294117647
645,443.57,748.927916120577
646,400.71,652.771764705882
647,467.14,676.301176470588
648,512.14,731.425882352941
649,387.14,670.927058823529
650,490,697.14
651,388.57,665.543529411765
652,430.71,685.044705882353
653,462.14,576.131764705882
654,419.29,671.595294117647
655,459.29,664.875294117647
656,464.29,624.536470588235
657,440,643.36
658,508.57,611.764705882353
659,543.57,619.830588235294
660,527.14,661.515294117647
661,246.43,713.948235294118
662,478.57,719.331764705882
663,437.14,716.64
664,370.71,720.371612903226
665,613.57,635.294117647059
666,407.14,681.00705882353
667,480,686.390588235294
668,511.43,677.647058823529
669,502.86,662.183529411765
670,455.71,660.169411764706
671,345,760.925449871465
672,552.14,608.404705882353
673,360.71,768.421052631579
674,281.43,723.36
675,398.57,744.712394705174
676,361.411764705882,752.098039215686
677,399.29,749.953259532595
678,447.86,719.602977667494
679,540,658.823529411765
680,473.57,676.301176470588
681,529.29,663.529411764706
682,604.29,654.785882352941
683,457.14,706.51536643026
684,520,744.253658536585
685,544.29,683.021176470588
686,482.86,734.394124847001
687,360,723.514211886305
688,506.43,674.955294117647
689,377.14,762.589651022864
690,304.29,773.236739974127
691,610.71,631.256470588235
692,542.86,671.595294117647
693,468.57,721.435897435897
694,520.71,757.275288092189
695,546.43,625.214117647059
696,590,603.698823529412
697,382.86,676.978823529412
698,387.14,685.007407407407
699,515.94,702.04309252218
700,256.43,729.815217391304
701,520.71,688.313131313131
702,321.43,687.727058823529
703,440,740
704,462.86,695.124705882353
705,613.57,723.201958384333
706,432.14,666.889411764706
707,380.71,686.390588235294
708,512.14,682.352941176471
709,412.86,720.668235294118
710,343.57,703.868235294118
711,597.14,560
712,428.57,708.874236874237
713,215,684.367058823529
714,495.71,675.134615384615
715,450,601.684705882353
716,442.14,703.190588235294
717,399.29,730.312195121951
718,509.29,695.802352941176
719,582.14,622.522352941176
720,590.71,658.823529411765
721,422.875374816267,759.626347305389
722,535,640
723,367.86,621.176470588235
724,415.71,588.903529411765
725,401.887404505387,745.098039215686
726,401.43,768.757333333333
727,522.86,706.225641025641
728,456.43,657.477647058824
729,498.57,704.536470588235
730,472.86,651.425882352941
731,375.71,629.242352941177
732,299.29,748.235294117647
733,492.86,719.854545454545
734,518.57,621.176470588235
735,462.14,570.757647058823
736,425.71,698.96259351621
737,397.14,675.133917396746
738,340.71,683.021176470588
739,451.43,652.771764705882
740,482.14,665.543529411765
741,372.86,730.757647058824
742,544.29,635.962352941177
743,411.43,759.661176470588
744,432.14,681.00705882353
745,443.57,625.214117647059
746,547.14,640.668235294118
747,391.43,713.28
748,506.43,723.812345679012
749,563.57,662.183529411765
750,520,668.903529411765
751,519.29,612.432941176471
752,448.57,721.2747804266
753,491.43,645.374117647059
754,462.14,716.539489671932
755,404.29,673.609411764706
756,552.598765311122,680.273504273504
757,583.57,659.491764705882
758,572.14,697.816470588235
759,532.14,567.397647058824
760,527.14,643.553398058252
761,486.43,625.623049219688
762,375,727.397647058824
763,364.29,619.162352941177
764,522.14,604.367058823529
765,367.86,738.693467336683
766,356.43,703.187574671446
767,429.29,758.315294117647
768,444.29,620.508235294118
769,370,698.484705882353
770,532.14,766.269720101781
771,525.71,690.418823529412
772,537.86,664.875294117647
773,473.57,674.122249388753
774,418.57,754.594059405941
775,497.86,608.404705882353
776,522.86,640
777,326.43,734.117647058824
778,390.71,668.235294117647
779,410,662.861176470588
780,590,605.712941176471
781,308.57,676.301176470588
782,436.43,678.315294117647
783,435,700.085534591195
784,315,701.840490797546
785,458.57,691.696139476961
786,436.43,650.757647058823
787,494.29,738.57
788,495,717.910519951632
789,522.86,633.948235294118
790,247.14,705.882352941176
791,283.57,781.203410475031
792,319.29,661.515294117647
793,450,675.71
794,449.29,640.483353884094
795,463.57,635.294117647059
796,560.71,606.390588235294
797,256.43,752.941176470588
798,432.14,621.844705882353
799,270.71,695.652173913043
800,342.86,714.454873646209
801,331.43,741.116751269035
802,384.29,691.764705882353
803,484.29,608.404705882353
804,250.71,629.92
805,461.43,625.882352941176
806,422.86,646.051764705882
807,457.86,692.432941176471
808,432.14,691.764705882353
809,470.71,688.404705882353
810,416.43,719.331764705882
811,314.29,709.242352941176
812,393.57,635.962352941177
813,287.86,680.338823529412
814,266.43,654.785882352941
815,475,627.896470588235
816,458.57,648.065882352941
817,460,673.609411764706
818,560.71,635.962352941177
819,297.86,740.837647058824
820,377.14,685.044705882353
821,297.86,694.456470588235
822,528.57,619.830588235294
823,324.29,759.661176470588
824,238.57,748.903529411765
825,202.14,711.934117647059
826,451.43,639.331764705882
827,385,604.367058823529
828,390,694.456470588235
829,357.86,722.691764705882
830,380,699.830588235294
831,319.29,653.449411764706
832,342.14,754.955294117647
833,490,703.868235294118
834,447.14,689.750588235294
835,229.29,767.922235722965
836,340.71,757.732360097324
837,387.14,746.928746928747
838,275.71,749.564792176039
839,469.29,668.903529411765
840,420,650.757647058823
841,400,702.522352941176
842,396.43,779.952693823916
843,182.14,763.698823529412
844,422.86,726.43
845,573.57,671.019230769231
846,451.43,722.691764705882
847,345.71,741.871287128713
848,311.43,705.214117647059
849,346.43,627.228235294118
850,490.71,624.536470588235
851,470,714.625882352941
852,422.14,665.543529411765
853,350.71,633.28
854,514.29,602.352941176471
855,398.57,689.750588235294
856,385,624.536470588235
857,430.71,690.418823529412
858,450,693.110588235294
859,457.14,727.397647058824
860,395,691.096470588235
861,496.43,708.574117647059
862,395,709.92
863,355,650.08
864,401.43,662.861176470588
865,436.43,776.725361366623
866,513.57,651.570731707317
867,432.14,715.962352941177
868,393.57,654.785882352941
869,343.57,743.529411764706
870,445,747.305389221557
871,310.71,713.948235294118
872,432.86,671.595294117647
873,394.29,664.875294117647
874,460.71,712.602352941176
875,430,710.588235294118
876,529.29,659.491764705882
877,525.71,620.508235294118
878,415,670.927058823529
879,576.43,676.978823529412
880,467.86,782.522352941176
881,400.71,605.044705882353
882,505,625.214117647059
883,471.43,611.764705882353
884,450.71,709.242352941176
885,580,727.397647058824
886,557.176470588235,672.183574879227
887,355,673.609411764706
888,501.469147894221,723.764127764128
889,226.43,763.301587301587
890,540,676.978823529412
891,432.14,720
892,460,687.058823529412
893,613.26,686.76705882353
894,536.43,772.727272727273
895,451.43,675.632941176471
896,291.43,769.811320754717
897,468.57,746.221176470588
898,365,739.241635687732
899,547.14,676.978823529412
900,299.79,728.668235294118
901,435,741.515294117647
902,531.43,619.830588235294
903,492.14,692.432941176471
904,474.29,689.072941176471
905,513.57,658.823529411765
906,449.29,679.661176470588
907,332.86,711.56289707751
908,555,619.830588235294
909,405.71,719.476997578692
910,590,719.331764705882
911,504.29,644.037647058823
912,494.29,736.809411764706
913,337.86,735.68115942029
914,344.29,724.499393939394
915,495,646.051764705882
916,506.43,549.242352941177
917,462.14,592.941176470588
918,464.29,594.955294117647
919,465.71,713.28
920,504.29,602.352941176471
921,369.29,716.64
922,532.86,611.764705882353
923,538.57,616.470588235294
924,450.71,657.879458794588
925,532.86,603.698823529412
926,490,681.00705882353
927,587.14,568.743529411765
928,580.71,685.014634146341
929,540.71,700.508235294118
930,488.57,699.162352941176
931,488.57,734.398058252427
932,542.86,688.484848484848
933,470.71,745.543529411765
934,587.14,633.948235294118
935,384.29,743.529411764706
936,398.57,784.981226533166
937,365.71,728.425742574257
938,522.86,684.14481897628
939,542.14,698.411238825032
940,559.29,655.773677736777
941,562.86,680.338823529412
942,498.57,661.515294117647
943,477.14,563.36
944,442.14,767.052767052767
945,494.29,617.816470588235
946,403.57,706.211302211302
947,502.14,624.219725343321
948,456.43,685.044705882353
949,427.14,700.508235294118
950,336.861381675649,724.43654822335
951,354.29,673.609411764706
952,523.57,618.484705882353
953,469.29,595.584541062802
954,428.312231486023,750.9448441247
955,450,711.812345679012
956,310.71,740.225063938619
957,527.14,693.525465838509
958,400.71,662.861176470588
959,510,642.014117647059
960,353.57,666.211538461538
961,550,613.110588235294
962,296.43,763.769889840881
963,525,627.228235294118
964,533.57,630.588235294118
965,435,615.802352941176
966,271.638451739343,706.407673860911
967,447.86,722.691764705882
968,485,694.456470588235
969,231.43,730.547215496368
970,417.14,695.980838323353
971,315.71,741.515294117647
972,375,706.8
973,266.43,734.401925391095
974,564.29,538.484705882353
975,432.86,689.750588235294
976,467.86,668.181595092025
977,510,627.896470588235
978,487.86,769.931034482759
979,395.71,709.458937198068
980,407.86,711.934117647059
981,445,762.41052631579
982,345,763.966305655836
983,379.29,730.757647058824
984,487.86,662.861176470588
985,461.43,688.404705882353
986,430.71,676.029484029484
987,485,714.625882352941
988,540.609848262359,679.164331210191
989,553.57,656.131764705882
990,507.86,681.684705882353
991,467.86,668.903529411765
992,539.29,629.92
993,362.86,771.096470588235
994,505.71,687.058823529412
995,540.71,714.625882352941
996,512.14,689.750588235294
997,522.14,646.72
998,506.43,737.477647058824
999,438.57,674.287058823529
1000,486.43,654.785882352941
1001,503.57,661.515294117647
1002,581.43,666.221176470588
1003,332.86,777.70611183355
1004,449.29,767.232077764277
1005,476.43,737.477647058824
1006,412.14,739.127003699137
1007,555.71,750.71
1008,466.43,787.244385733157
1009,523.57,710.479418886199
1010,442.86,717.765853658537
1011,467.86,744.377723970944
1012,503.57,694.311345646438
1013,444.29,681.341553637485
1014,488.57,596.978823529412
1015,407.86,733.997557997558
1016,450.71,718.868014268728
1017,486.43,693.628189550425
1018,450.71,681.00705882353
1019,464.29,781.982345523329
1020,530.710495827197,751.766793409379
1021,555,722.263959390863
1022,388.51675994109,736.542713567839
1023,567.14,743.690072639225
1024,565.71,670.811594202899
1025,442.86,783.488681757656
1026,599.616689520078,705.71
1027,501.43,734.189054726368
1028,506.43,732.103529411765
1029,577.86,695.595061728395
1030,435.71,785.255319148936
1031,346.43,783.622929936306
1032,479.67,743.450306748466
1033,612.86,672.679611650486
1034,403.201883276116,732.467532467532
1035,473.57,715.244979919679
1036,487.14,719.928662420382
1037,458.57,709.242352941176
1038,465.71,746.697084917617
1039,460,678.387434554974
1040,440,734.38605230386
1041,460,711.575221238938
1042,572.14,652.103529411765
1043,471.43,714.995024875622
1044,502.86,670.265529841657
1045,593.57,655.929824561404
1046,490,708.874236874237
1047,461.091137254902,696.988764044944
1048,503.396392156863,711.9394703657
1049,404.29,742.183529411765
1050,469.29,640
1051,575.71,609.750588235294
1052,490.71,724.355091383812
1053,328.906588119784,754.53446191052
1054,507.14,749.91435768262
1055,603.57,718.711276332094
1056,431.43,739.329129886507
1057,612.14,731.312421580929
1058,586.43,615.802352941176
1059,447.86,745.098039215686
1060,507.693176470588,738.506142506143
1061,489.29,764.124031007752
1062,448.180705882353,700.503052503052
1063,363.738889434889,749.604968944099
1064,573.510343473994,646.692682926829
1065,442.376043200785,703.932367149759
1066,407.700726202159,783.810237203496
1067,461.43,660.169411764706
1068,236.43,726.72
1069,392.14,689.750588235294
1070,479.945223807181,691.258181818182
1071,472.86,738.762148337596
1072,406.43,664.224664224664
1073,537.14,668.903529411765
1074,547.86,711.832923832924
1075,339.564818805093,700.32328106152
1076,450,742.861176470588
1077,428.57,679.661176470588
1078,442.510347528145,736.893251533742
1079,467.14,714.454873646209
1080,429.829265426053,727.660424469413
1081,470,684.014869888476
1082,335.71,707.228235294118
1083,440,657.477647058824
1084,379.29,673.609411764706
1085,396.43,755.31282051282
1086,582.14,636.64
1087,500.034946131244,662.515566625156
1088,518.325157421289,690.863579474343
1089,388.198860569715,742.708010335917
1090,551.43,659.606318347509
1091,597.14,598.99294117647
1092,404.29,708.574117647059
1093,469.29,693.110588235294
1094,412.86,621.844705882353
1095,472.14,576.131764705882
